,avg_abs_alpha_pre_%,avg_abs_alpha_post_%,pct_significant_alpha_pre,pct_significant_alpha_post,avg_r2_pre,avg_r2_post
0,0.1269932717439789,0.13864071295052993,0.16,0.2,0.9121783217214986,0.8982734365249091
